09:17:15 | Device: cuda
09:17:15 | GPU   : NVIDIA RTX A5000
09:17:15 | VRAM  : 25.8 GB
09:17:15 | Loading data ...
09:19:14 | Building model ...
09:19:23 | Optimizer groups: LoRA=392 tensors, custom=20 tensors
09:19:23 | ======================================================================
09:19:23 |   batch_size=8  grad_accum=4  eff_batch=32
09:19:23 |   lm_seq_len=192  lm_loss_weight=0.3
09:19:23 |   epochs_cls=3  epochs_joint=2
09:19:23 |   lr=5e-05  lora_rank=64
09:19:23 |   steps/epoch=18112  total_steps=90560
09:19:23 |   logs → ./runs/intern_exp2\logs
09:19:23 | ======================================================================
09:19:23 |   Ep    Stage   TrLoss   TrAcc   VaLoss   VaAcc   VaAUC  Best
09:19:23 | ======================================================================
12:20:12 | Ep 2 | Step 1600/18112 | Loss 0.7720 | Cls 0.7720
12:21:23 | Ep 2 | Step 1800/18112 | Loss 0.6026 | Cls 0.6026
12:22:34 | Ep 2 | Step 2000/18112 | Loss 0.5681 | Cls 0.5681
12:23:45 | Ep 2 | Step 2200/18112 | Loss 0.6532 | Cls 0.6532
12:24:56 | Ep 2 | Step 2400/18112 | Loss 0.5846 | Cls 0.5846
12:26:07 | Ep 2 | Step 2600/18112 | Loss 0.5918 | Cls 0.5918
12:27:18 | Ep 2 | Step 2800/18112 | Loss 0.5585 | Cls 0.5585
12:28:29 | Ep 2 | Step 3000/18112 | Loss 0.4714 | Cls 0.4714
12:29:40 | Ep 2 | Step 3200/18112 | Loss 0.6772 | Cls 0.6772
12:30:51 | Ep 2 | Step 3400/18112 | Loss 0.8236 | Cls 0.8236
12:32:02 | Ep 2 | Step 3600/18112 | Loss 0.5404 | Cls 0.5404
12:33:13 | Ep 2 | Step 3800/18112 | Loss 0.5593 | Cls 0.5593
12:34:24 | Ep 2 | Step 4000/18112 | Loss 0.5471 | Cls 0.5471
12:35:35 | Ep 2 | Step 4200/18112 | Loss 0.5623 | Cls 0.5623
12:36:46 | Ep 2 | Step 4400/18112 | Loss 0.3995 | Cls 0.3995
12:37:57 | Ep 2 | Step 4600/18112 | Loss 0.5669 | Cls 0.5669
12:39:08 | Ep 2 | Step 4800/18112 | Loss 0.8733 | Cls 0.8733
12:40:19 | Ep 2 | Step 5000/18112 | Loss 0.5013 | Cls 0.5013
12:41:30 | Ep 2 | Step 5200/18112 | Loss 0.5247 | Cls 0.5247
12:42:41 | Ep 2 | Step 5400/18112 | Loss 0.3892 | Cls 0.3892
12:43:52 | Ep 2 | Step 5600/18112 | Loss 0.8380 | Cls 0.8380
12:45:03 | Ep 2 | Step 5800/18112 | Loss 0.7299 | Cls 0.7299
12:46:14 | Ep 2 | Step 6000/18112 | Loss 0.7066 | Cls 0.7066
12:47:25 | Ep 2 | Step 6200/18112 | Loss 0.6819 | Cls 0.6819
12:48:36 | Ep 2 | Step 6400/18112 | Loss 0.5340 | Cls 0.5340
12:49:47 | Ep 2 | Step 6600/18112 | Loss 0.8396 | Cls 0.8396
12:50:58 | Ep 2 | Step 6800/18112 | Loss 0.5463 | Cls 0.5463
12:52:09 | Ep 2 | Step 7000/18112 | Loss 0.7252 | Cls 0.7252
12:53:20 | Ep 2 | Step 7200/18112 | Loss 0.5069 | Cls 0.5069
12:54:32 | Ep 2 | Step 7400/18112 | Loss 0.4984 | Cls 0.4984
12:55:43 | Ep 2 | Step 7600/18112 | Loss 0.5321 | Cls 0.5321
12:56:54 | Ep 2 | Step 7800/18112 | Loss 0.6297 | Cls 0.6297
12:58:05 | Ep 2 | Step 8000/18112 | Loss 0.6178 | Cls 0.6178
12:59:16 | Ep 2 | Step 8200/18112 | Loss 0.4266 | Cls 0.4266
13:00:27 | Ep 2 | Step 8400/18112 | Loss 0.3698 | Cls 0.3698
13:01:38 | Ep 2 | Step 8600/18112 | Loss 0.6440 | Cls 0.6440
13:02:49 | Ep 2 | Step 8800/18112 | Loss 0.4317 | Cls 0.4317
13:04:00 | Ep 2 | Step 9000/18112 | Loss 0.7704 | Cls 0.7704
13:05:12 | Ep 2 | Step 9200/18112 | Loss 0.5410 | Cls 0.5410
13:06:23 | Ep 2 | Step 9400/18112 | Loss 0.6820 | Cls 0.6820
13:07:34 | Ep 2 | Step 9600/18112 | Loss 0.5585 | Cls 0.5585
13:08:45 | Ep 2 | Step 9800/18112 | Loss 0.3969 | Cls 0.3969
13:09:56 | Ep 2 | Step 10000/18112 | Loss 0.3101 | Cls 0.3101
13:11:07 | Ep 2 | Step 10200/18112 | Loss 0.5973 | Cls 0.5973
13:12:18 | Ep 2 | Step 10400/18112 | Loss 0.4255 | Cls 0.4255
13:13:29 | Ep 2 | Step 10600/18112 | Loss 0.6759 | Cls 0.6759
13:14:41 | Ep 2 | Step 10800/18112 | Loss 0.4555 | Cls 0.4555
13:15:52 | Ep 2 | Step 11000/18112 | Loss 0.4854 | Cls 0.4854
13:17:03 | Ep 2 | Step 11200/18112 | Loss 0.5526 | Cls 0.5526
13:18:14 | Ep 2 | Step 11400/18112 | Loss 0.4708 | Cls 0.4708
13:19:25 | Ep 2 | Step 11600/18112 | Loss 0.5838 | Cls 0.5838
13:20:37 | Ep 2 | Step 11800/18112 | Loss 0.3691 | Cls 0.3691
13:21:49 | Ep 2 | Step 12000/18112 | Loss 0.4397 | Cls 0.4397
13:23:02 | Ep 2 | Step 12200/18112 | Loss 0.7934 | Cls 0.7934
13:24:14 | Ep 2 | Step 12400/18112 | Loss 0.4933 | Cls 0.4933
13:25:27 | Ep 2 | Step 12600/18112 | Loss 0.5303 | Cls 0.5303
13:26:40 | Ep 2 | Step 12800/18112 | Loss 0.4827 | Cls 0.4827
13:27:51 | Ep 2 | Step 13000/18112 | Loss 0.3509 | Cls 0.3509
13:29:03 | Ep 2 | Step 13200/18112 | Loss 0.6461 | Cls 0.6461
13:30:15 | Ep 2 | Step 13400/18112 | Loss 0.4261 | Cls 0.4261
13:31:42 | Ep 2 | Step 13600/18112 | Loss 0.6300 | Cls 0.6300
13:35:10 | Ep 2 | Step 13800/18112 | Loss 0.6358 | Cls 0.6358
13:38:07 | Ep 2 | Step 14000/18112 | Loss 0.5633 | Cls 0.5633
13:39:18 | Ep 2 | Step 14200/18112 | Loss 0.4265 | Cls 0.4265
13:40:29 | Ep 2 | Step 14400/18112 | Loss 0.4136 | Cls 0.4136
13:41:41 | Ep 2 | Step 14600/18112 | Loss 0.6097 | Cls 0.6097
13:42:52 | Ep 2 | Step 14800/18112 | Loss 0.4241 | Cls 0.4241
13:44:03 | Ep 2 | Step 15000/18112 | Loss 0.7790 | Cls 0.7790
13:45:14 | Ep 2 | Step 15200/18112 | Loss 0.5190 | Cls 0.5190
13:46:26 | Ep 2 | Step 15400/18112 | Loss 0.6883 | Cls 0.6883
13:47:37 | Ep 2 | Step 15600/18112 | Loss 0.7591 | Cls 0.7591
13:48:48 | Ep 2 | Step 15800/18112 | Loss 0.6551 | Cls 0.6551
13:49:59 | Ep 2 | Step 16000/18112 | Loss 0.3495 | Cls 0.3495
13:51:11 | Ep 2 | Step 16200/18112 | Loss 0.8123 | Cls 0.8123
13:52:22 | Ep 2 | Step 16400/18112 | Loss 0.5231 | Cls 0.5231
13:53:33 | Ep 2 | Step 16600/18112 | Loss 0.5813 | Cls 0.5813
13:54:45 | Ep 2 | Step 16800/18112 | Loss 0.4245 | Cls 0.4245
13:55:56 | Ep 2 | Step 17000/18112 | Loss 0.5126 | Cls 0.5126
13:57:07 | Ep 2 | Step 17200/18112 | Loss 0.5439 | Cls 0.5439
13:58:18 | Ep 2 | Step 17400/18112 | Loss 0.4526 | Cls 0.4526
13:59:29 | Ep 2 | Step 17600/18112 | Loss 0.4709 | Cls 0.4709
14:00:40 | Ep 2 | Step 17800/18112 | Loss 0.5767 | Cls 0.5767
14:01:52 | Ep 2 | Step 18000/18112 | Loss 0.8477 | Cls 0.8477
14:09:28 |    2 cls_only   0.5657  0.7247   0.5501  0.7418  0.9041     *
15:29:50 | Device: cuda
15:29:50 | GPU   : NVIDIA RTX A5000
15:29:50 | VRAM  : 25.8 GB
15:29:50 | Loading data ...
15:31:26 | Building model ...
15:31:32 | Optimizer groups: LoRA=392 tensors, custom=20 tensors
15:31:34 | Resumed from epoch 1, best AUC=0.8643
15:31:34 | ======================================================================
15:31:34 |   batch_size=8  grad_accum=4  eff_batch=32
15:31:34 |   lm_seq_len=192  lm_loss_weight=0.3
15:31:34 |   epochs_cls=3  epochs_joint=2
15:31:34 |   lr=5e-05  lora_rank=64
