epoch,step,global_step,loss,cls_loss,lm_loss
2,0,18112,0.74989,0.74989,
2,200,18312,0.528662,0.528662,
2,400,18512,0.725781,0.725781,
2,600,18712,0.432495,0.432495,
2,800,18912,0.65022,0.65022,
2,1000,19112,0.597491,0.597491,
2,1200,19312,0.528668,0.528668,
2,1400,19512,0.573248,0.573248,
2,1600,19712,0.772,0.772,
2,1800,19912,0.602624,0.602624,
2,2000,20112,0.568109,0.568109,
2,2200,20312,0.653168,0.653168,
2,2400,20512,0.584637,0.584637,
2,2600,20712,0.59176,0.59176,
2,2800,20912,0.558453,0.558453,
2,3000,21112,0.47135,0.47135,
2,3200,21312,0.677155,0.677155,
2,3400,21512,0.82356,0.82356,
2,3600,21712,0.540363,0.540363,
2,3800,21912,0.559253,0.559253,
2,4000,22112,0.547099,0.547099,
2,4200,22312,0.562277,0.562277,
2,4400,22512,0.399493,0.399493,
2,4600,22712,0.566904,0.566904,
2,4800,22912,0.873265,0.873265,
2,5000,23112,0.501276,0.501276,
2,5200,23312,0.524731,0.524731,
2,5400,23512,0.389209,0.389209,
2,5600,23712,0.83804,0.83804,
2,5800,23912,0.729948,0.729948,
2,6000,24112,0.706628,0.706628,
2,6200,24312,0.681948,0.681948,
2,6400,24512,0.533991,0.533991,
2,6600,24712,0.839593,0.839593,
2,6800,24912,0.546277,0.546277,
2,7000,25112,0.725153,0.725153,
2,7200,25312,0.506915,0.506915,
2,7400,25512,0.498358,0.498358,
2,7600,25712,0.532068,0.532068,
2,7800,25912,0.629698,0.629698,
2,8000,26112,0.617801,0.617801,
2,8200,26312,0.42662,0.42662,
2,8400,26512,0.369775,0.369775,
2,8600,26712,0.644025,0.644025,
2,8800,26912,0.431653,0.431653,
2,9000,27112,0.770367,0.770367,
2,9200,27312,0.540962,0.540962,
2,9400,27512,0.682023,0.682023,
2,9600,27712,0.558527,0.558527,
2,9800,27912,0.396863,0.396863,
2,10000,28112,0.310098,0.310098,
2,10200,28312,0.597336,0.597336,
2,10400,28512,0.425482,0.425482,
2,10600,28712,0.675882,0.675882,
2,10800,28912,0.455524,0.455524,
2,11000,29112,0.485428,0.485428,
2,11200,29312,0.552563,0.552563,
2,11400,29512,0.47081,0.47081,
2,11600,29712,0.583768,0.583768,
2,11800,29912,0.369147,0.369147,
2,12000,30112,0.439716,0.439716,
2,12200,30312,0.793353,0.793353,
2,12400,30512,0.493327,0.493327,
2,12600,30712,0.530347,0.530347,
2,12800,30912,0.482721,0.482721,
2,13000,31112,0.350888,0.350888,
2,13200,31312,0.646057,0.646057,
2,13400,31512,0.426074,0.426074,
2,13600,31712,0.629962,0.629962,
2,13800,31912,0.635788,0.635788,
2,14000,32112,0.563281,0.563281,
2,14200,32312,0.426501,0.426501,
2,14400,32512,0.413635,0.413635,
2,14600,32712,0.609664,0.609664,
2,14800,32912,0.424127,0.424127,
2,15000,33112,0.778955,0.778955,
2,15200,33312,0.518988,0.518988,
2,15400,33512,0.688274,0.688274,
2,15600,33712,0.759128,0.759128,
2,15800,33912,0.655078,0.655078,
2,16000,34112,0.349522,0.349522,
2,16200,34312,0.812334,0.812334,
2,16400,34512,0.523077,0.523077,
2,16600,34712,0.581268,0.581268,
2,16800,34912,0.424548,0.424548,
2,17000,35112,0.512592,0.512592,
2,17200,35312,0.543866,0.543866,
2,17400,35512,0.452609,0.452609,
2,17600,35712,0.470865,0.470865,
2,17800,35912,0.57666,0.57666,
2,18000,36112,0.847675,0.847675,
2,0,18112,0.712439,0.712439,
2,200,18312,0.776559,0.776559,
2,400,18512,0.639917,0.639917,
2,600,18712,0.519324,0.519324,
2,800,18912,0.60658,0.60658,
2,1000,19112,0.530084,0.530084,
2,1200,19312,0.525118,0.525118,
2,1400,19512,0.473579,0.473579,
2,1600,19712,0.616589,0.616589,
2,1800,19912,0.593658,0.593658,
2,2000,20112,0.41698,0.41698,
2,2200,20312,0.465869,0.465869,
2,2400,20512,0.616058,0.616058,
2,2600,20712,0.622613,0.622613,
2,2800,20912,0.355753,0.355753,
2,3000,21112,0.752991,0.752991,
2,3200,21312,0.447758,0.447758,
2,3400,21512,0.495618,0.495618,
2,3600,21712,0.672144,0.672144,
2,3800,21912,0.547699,0.547699,
2,4000,22112,0.558994,0.558994,
2,4200,22312,0.344914,0.344914,
2,4400,22512,0.714041,0.714041,
2,4600,22712,0.376007,0.376007,
2,4800,22912,0.436038,0.436038,
2,5000,23112,0.638074,0.638074,
2,5200,23312,0.702029,0.702029,
2,5400,23512,0.37764,0.37764,
2,5600,23712,0.569397,0.569397,
2,5800,23912,0.68551,0.68551,
2,6000,24112,0.648425,0.648425,
2,6200,24312,0.416061,0.416061,
2,6400,24512,0.506018,0.506018,
2,6600,24712,0.652264,0.652264,
2,6800,24912,0.748737,0.748737,
2,7000,25112,0.548495,0.548495,
2,7200,25312,0.479526,0.479526,
2,7400,25512,0.681866,0.681866,
2,7600,25712,0.641559,0.641559,
2,7800,25912,0.616351,0.616351,
2,8000,26112,0.694263,0.694263,
2,8200,26312,0.511926,0.511926,
2,8400,26512,0.551768,0.551768,
2,8600,26712,0.623346,0.623346,
2,8800,26912,0.640356,0.640356,
2,9000,27112,0.441852,0.441852,
2,9200,27312,0.53541,0.53541,
2,9400,27512,0.632574,0.632574,
2,9600,27712,0.650699,0.650699,
2,9800,27912,0.447139,0.447139,
2,10000,28112,0.537573,0.537573,
2,10200,28312,0.699075,0.699075,
2,10400,28512,0.439877,0.439877,
2,10600,28712,0.57041,0.57041,
2,10800,28912,0.561646,0.561646,
2,11000,29112,0.440506,0.440506,
2,11200,29312,0.572279,0.572279,
2,11400,29512,0.575217,0.575217,
2,11600,29712,0.398526,0.398526,
2,11800,29912,0.422342,0.422342,
2,12000,30112,0.507182,0.507182,
2,12200,30312,0.488824,0.488824,
2,12400,30512,0.495526,0.495526,
2,12600,30712,0.556708,0.556708,
2,12800,30912,0.353001,0.353001,
2,13000,31112,0.466388,0.466388,
2,13200,31312,0.724756,0.724756,
2,13400,31512,0.424664,0.424664,
2,13600,31712,0.586877,0.586877,
2,13800,31912,0.658581,0.658581,
2,14000,32112,0.359241,0.359241,
2,14200,32312,0.551929,0.551929,
2,14400,32512,0.481715,0.481715,
2,14600,32712,0.630591,0.630591,
2,14800,32912,0.749097,0.749097,
2,15000,33112,0.333723,0.333723,
2,15200,33312,0.560239,0.560239,
2,15400,33512,0.458502,0.458502,
2,15600,33712,0.611305,0.611305,
2,15800,33912,0.466193,0.466193,
2,16000,34112,0.44895,0.44895,
2,16200,34312,0.343185,0.343185,
2,16400,34512,0.480435,0.480435,
2,16600,34712,0.484085,0.484085,
2,16800,34912,0.578214,0.578214,
2,17000,35112,0.559209,0.559209,
2,17200,35312,0.575629,0.575629,
2,17400,35512,0.618146,0.618146,
2,17600,35712,0.430038,0.430038,
2,17800,35912,0.40369,0.40369,
2,18000,36112,0.413309,0.413309,
3,0,36224,0.647713,0.647713,
3,200,36424,0.437463,0.437463,
3,400,36624,0.436523,0.436523,
3,600,36824,0.599402,0.599402,
3,800,37024,0.67623,0.67623,
3,1000,37224,0.437289,0.437289,
3,1200,37424,0.617286,0.617286,
3,1400,37624,0.56077,0.56077,
3,1600,37824,0.368408,0.368408,
3,1800,38024,0.726802,0.726802,
3,2000,38224,0.479846,0.479846,
3,2200,38424,0.511279,0.511279,
3,2400,38624,0.437927,0.437927,
3,2600,38824,0.696014,0.696014,
3,2800,39024,0.580164,0.580164,
3,3000,39224,0.480069,0.480069,
3,3200,39424,0.650738,0.650738,
3,3400,39624,0.477063,0.477063,
3,3600,39824,0.625468,0.625468,
3,3800,40024,0.447902,0.447902,
3,4000,40224,0.614298,0.614298,
3,4200,40424,0.569647,0.569647,
3,4400,40624,0.704195,0.704195,
3,4600,40824,0.533173,0.533173,
3,4800,41024,0.412573,0.412573,
3,5000,41224,0.600122,0.600122,
3,5200,41424,0.494868,0.494868,
3,5400,41624,0.728097,0.728097,
3,5600,41824,0.647248,0.647248,
3,5800,42024,0.503412,0.503412,
3,6000,42224,0.451047,0.451047,
3,6200,42424,0.476633,0.476633,
3,6400,42624,0.466257,0.466257,
3,6600,42824,0.540261,0.540261,
3,6800,43024,0.552124,0.552124,
3,7000,43224,0.508936,0.508936,
3,7200,43424,0.375833,0.375833,
3,7400,43624,0.337567,0.337567,
3,7600,43824,0.62287,0.62287,
3,7800,44024,0.65611,0.65611,
3,8000,44224,0.567862,0.567862,
3,8200,44424,0.34718,0.34718,
3,8400,44624,0.572241,0.572241,
3,8600,44824,0.591946,0.591946,
3,8800,45024,0.521952,0.521952,
3,9000,45224,0.531061,0.531061,
3,9200,45424,0.53916,0.53916,
3,9400,45624,0.632544,0.632544,
3,9600,45824,0.610083,0.610083,
3,9800,46024,0.94127,0.94127,
3,10000,46224,0.576947,0.576947,
3,10200,46424,0.597845,0.597845,
3,10400,46624,0.823181,0.823181,
3,10600,46824,0.512756,0.512756,
3,10800,47024,0.516252,0.516252,
3,11000,47224,0.499725,0.499725,
3,11200,47424,0.484967,0.484967,
3,11400,47624,0.671716,0.671716,
3,11600,47824,0.522897,0.522897,
3,11800,48024,0.509581,0.509581,
3,12000,48224,0.414853,0.414853,
3,12200,48424,0.959525,0.959525,
3,12400,48624,0.537845,0.537845,
3,12600,48824,0.569989,0.569989,
3,12800,49024,0.566577,0.566577,
3,13000,49224,0.680554,0.680554,
3,13200,49424,0.694959,0.694959,
3,13400,49624,0.448216,0.448216,
3,13600,49824,0.47462,0.47462,
3,13800,50024,0.306078,0.306078,
3,14000,50224,0.565131,0.565131,
3,14200,50424,0.806442,0.806442,
3,14400,50624,0.470134,0.470134,
3,14600,50824,0.726752,0.726752,
3,14800,51024,0.643079,0.643079,
3,15000,51224,0.464944,0.464944,
3,15200,51424,0.439761,0.439761,
3,15400,51624,0.384055,0.384055,
3,15600,51824,0.296144,0.296144,
3,15800,52024,0.337701,0.337701,
3,16000,52224,0.767043,0.767043,
3,16200,52424,0.646033,0.646033,
3,16400,52624,0.399081,0.399081,
3,16600,52824,0.424149,0.424149,
3,16800,53024,0.481586,0.481586,
3,17000,53224,0.787557,0.787557,
3,17200,53424,0.858865,0.858865,
3,17400,53624,0.544913,0.544913,
3,17600,53824,0.51944,0.51944,
3,17800,54024,0.671246,0.671246,
3,18000,54224,0.382159,0.382159,
4,0,54336,1.918457,0.771089,3.824558
4,200,54536,0.912274,0.504517,1.359192
4,400,54736,0.99076,0.763794,0.756554
4,600,54936,0.729394,0.359497,1.232989
4,800,55136,0.850737,0.500122,1.168718
4,1000,55336,1.088418,0.782806,1.018705
4,1200,55536,0.361215,0.326492,0.115743
4,1400,55736,1.083563,0.715787,1.225918
4,1600,55936,0.97039,0.705267,0.883741
4,1800,56136,0.746172,0.435541,1.035437
4,2000,56336,0.780149,0.387489,1.308864
4,2200,56536,0.781399,0.478528,1.00957
4,2400,56736,0.824239,0.52939,0.982832
4,2600,56936,0.646209,0.447897,0.661039
4,2800,57136,0.733277,0.413821,1.064852
4,3000,57336,0.569734,0.342809,0.756418
4,3200,57536,0.710309,0.426708,0.945335
4,3400,57736,0.651285,0.2978,1.178285
4,3600,57936,1.028565,0.747919,0.935489
4,3800,58136,0.594093,0.362159,0.773112
4,4000,58336,0.515835,0.471259,0.148589
4,4200,58536,0.671856,0.412732,0.863746
4,4400,58736,0.474117,0.436185,0.126441
4,4600,58936,0.835546,0.644299,0.637489
4,4800,59136,0.868751,0.618179,0.835239
4,5000,59336,0.578931,0.350211,0.762401
4,5200,59536,0.597398,0.325819,0.905263
4,5400,59736,0.675521,0.448819,0.755675
4,5600,59936,0.849348,0.582867,0.888268
4,5800,60136,0.599357,0.374416,0.749804
4,6000,60336,0.71426,0.491028,0.744108
4,6200,60536,0.42569,0.401959,0.079102
4,6400,60736,0.634544,0.436778,0.659221
4,6600,60936,0.7294,0.510736,0.728881
4,6800,61136,0.645727,0.458295,0.624773
4,7000,61336,0.698465,0.451962,0.821677
4,7200,61536,1.091768,0.701388,1.301265
4,7400,61736,0.838414,0.443436,1.316595
4,7600,61936,0.964959,0.767047,0.659706
4,7800,62136,0.614365,0.34611,0.894183
4,8000,62336,0.660417,0.463537,0.656267
4,8200,62536,0.60669,0.392792,0.712994
4,0,54336,1.388781,0.378532,3.367497
4,200,54536,0.902888,0.435858,1.556765
4,400,54736,1.002332,0.679254,1.076927
4,600,54936,0.627432,0.346609,0.936075
4,800,55136,0.781157,0.463812,1.057814
4,1000,55336,0.715959,0.420609,0.984498
4,1200,55536,0.688915,0.425811,0.877015
4,1400,55736,1.067568,0.767023,1.001816
4,1600,55936,0.557763,0.313347,0.81472
4,1800,56136,0.820334,0.56958,0.835847
4,2000,56336,0.843785,0.570376,0.911362
4,2200,56536,0.933897,0.417419,1.721591
4,2400,56736,0.589779,0.548181,0.138661
4,2600,56936,0.696,0.505634,0.634556
4,2800,57136,0.964652,0.666217,0.994782
4,3000,57336,0.966585,0.650043,1.055142
4,3200,57536,0.678225,0.520819,0.524688
4,3400,57736,0.771651,0.518457,0.843981
4,3600,57936,0.807548,0.550964,0.855277
4,3800,58136,0.805509,0.6218,0.612361
4,4000,58336,0.64077,0.445154,0.652054
4,4200,58536,0.697054,0.398575,0.994931
4,4400,58736,0.660081,0.342184,1.059655
4,4600,58936,0.978625,0.697664,0.936539
4,4800,59136,0.706391,0.406384,1.000021
4,5000,59336,0.789144,0.563306,0.752792
4,5200,59536,0.656075,0.4037,0.841249
4,5400,59736,0.689088,0.443842,0.817488
4,5600,59936,0.588903,0.347409,0.804977
4,5800,60136,0.904299,0.611618,0.975602
4,6000,60336,0.560013,0.376248,0.61255
4,6200,60536,0.639638,0.404984,0.782183
4,6400,60736,0.919214,0.533063,1.287172
4,6600,60936,0.940884,0.571732,1.230507
4,6800,61136,0.526703,0.338833,0.626232
4,7000,61336,0.807284,0.534824,0.908201
4,7200,61536,0.817064,0.525348,0.972386
4,7400,61736,0.481451,0.258739,0.742375
4,7600,61936,0.796161,0.560866,0.784318
4,7800,62136,0.652041,0.399802,0.840799
4,8000,62336,0.698381,0.468201,0.767268
4,8200,62536,0.743682,0.516663,0.756732
4,8400,62736,0.631596,0.400217,0.771265
4,8600,62936,0.708651,0.446796,0.872851
4,8800,63136,0.808832,0.55466,0.847241
4,9000,63336,0.795192,0.610279,0.616377
4,9200,63536,0.792249,0.606337,0.619707
4,9400,63736,0.999285,0.656122,1.143879
4,9600,63936,0.578491,0.328384,0.833687
4,9800,64136,0.945407,0.744257,0.670502
4,10000,64336,0.756645,0.565832,0.636043
4,10200,64536,0.767087,0.514441,0.842155
4,10400,64736,0.764904,0.554529,0.70125
4,10600,64936,0.349364,0.319342,0.100072
4,10800,65136,0.97169,0.627283,1.148026
4,11000,65336,0.982481,0.721804,0.868924
4,11200,65536,0.944021,0.685667,0.861178
4,11400,65736,0.674485,0.442334,0.773838
4,11600,65936,0.809324,0.582635,0.755628
4,11800,66136,0.364808,0.340055,0.082512
4,12000,66336,0.696529,0.445317,0.837373
4,12200,66536,0.592651,0.420383,0.574225
4,12400,66736,0.714653,0.459619,0.850112
4,12600,66936,0.470616,0.444986,0.085433
4,12800,67136,0.872357,0.657401,0.71652
4,13000,67336,0.852817,0.643817,0.696667
4,13200,67536,0.595827,0.350624,0.817343
4,13400,67736,0.998319,0.798668,0.665505
4,13600,67936,0.866393,0.518491,1.159676
4,13800,68136,0.74123,0.481923,0.864354
4,14000,68336,0.770548,0.496518,0.913433
4,14200,68536,0.66684,0.431714,0.783753
4,14400,68736,0.701592,0.563522,0.460231
4,14600,68936,0.512242,0.30958,0.675539
4,14800,69136,0.723854,0.350552,1.24434
4,15000,69336,0.781854,0.571323,0.701771
4,15200,69536,0.651708,0.446701,0.683356
4,15400,69736,0.678774,0.454718,0.746854
4,15600,69936,0.997871,0.753879,0.813308
4,15800,70136,1.137234,0.716618,1.402053
4,16000,70336,0.529927,0.36785,0.540254
4,16200,70536,0.827435,0.566434,0.870003
4,16400,70736,0.814509,0.611358,0.677168
4,16600,70936,0.699156,0.448317,0.836129
4,16800,71136,0.778639,0.515842,0.875991
4,17000,71336,0.761914,0.477592,0.947739
4,17200,71536,0.634598,0.375337,0.864204
4,17400,71736,0.496632,0.262375,0.780856
4,17600,71936,0.686476,0.451444,0.78344
4,17800,72136,0.740292,0.562274,0.593394
4,18000,72336,0.637305,0.389642,0.825542
5,0,72448,0.525201,0.323473,0.672424
5,200,72648,0.772456,0.559521,0.709783
5,400,72848,0.826165,0.423986,1.340598
5,600,73048,0.749448,0.517883,0.771881
5,800,73248,1.003235,0.858209,0.483419
5,1000,73448,0.675537,0.449627,0.753031
5,1200,73648,0.662418,0.400549,0.872897
5,1400,73848,0.538723,0.347917,0.63602
5,1600,74048,0.677809,0.406895,0.903049
5,1800,74248,0.955887,0.690216,0.885571
5,2000,74448,0.700557,0.523499,0.590195
5,2200,74648,0.840068,0.642152,0.659718
5,2400,74848,0.366167,0.345384,0.069276
5,2600,75048,0.728811,0.468157,0.868846
5,2800,75248,0.671969,0.428563,0.811352
5,3000,75448,0.574841,0.260281,1.048535
5,3200,75648,0.63513,0.451199,0.613102
5,3400,75848,0.689531,0.482387,0.690482
5,3600,76048,0.703367,0.462692,0.80225
5,3800,76248,0.628206,0.596027,0.107263
5,4000,76448,0.784739,0.53613,0.828696
5,4200,76648,0.625886,0.345201,0.935617
5,4400,76848,0.394168,0.368103,0.086883
5,4600,77048,0.746297,0.532718,0.71193
5,4800,77248,0.812943,0.612749,0.667313
5,5000,77448,0.789933,0.539896,0.833458
5,5200,77648,0.784957,0.541947,0.810032
5,5400,77848,0.670137,0.486188,0.613164
5,5600,78048,0.588026,0.401434,0.621972
5,5800,78248,0.708206,0.430261,0.926481
5,6000,78448,0.689323,0.41285,0.921576
5,6200,78648,0.645955,0.425841,0.733715
5,6400,78848,0.820248,0.551836,0.894704
5,6600,79048,0.590265,0.407393,0.609575
5,6800,79248,0.626668,0.385684,0.803281
5,7000,79448,0.801823,0.642026,0.532658
5,7200,79648,0.651551,0.389732,0.872732
5,7400,79848,0.957416,0.682555,0.916202
5,7600,80048,0.770768,0.545193,0.751914
5,7800,80248,0.622212,0.426578,0.652113
5,8000,80448,0.678976,0.489565,0.631372
5,8200,80648,0.564862,0.53284,0.106738
5,8400,80848,0.724549,0.690051,0.114993
5,8600,81048,0.611756,0.369193,0.808544
5,8800,81248,0.686356,0.433638,0.842391
5,9000,81448,0.576553,0.36539,0.703878
5,9200,81648,0.731902,0.465726,0.887254
5,9400,81848,0.797715,0.761999,0.119053
5,9600,82048,0.732219,0.560061,0.573861
5,9800,82248,0.529545,0.341068,0.628254
5,10000,82448,0.644644,0.475819,0.562752
5,10200,82648,0.697911,0.501865,0.653489
5,10400,82848,0.815655,0.59086,0.749317
5,10600,83048,0.789483,0.547388,0.806986
5,10800,83248,0.592581,0.386375,0.687355
5,11000,83448,0.679973,0.437335,0.808792
5,11200,83648,0.641013,0.399078,0.80645
5,11400,83848,0.652357,0.430969,0.737959
5,11600,84048,0.824328,0.547073,0.924185
5,11800,84248,0.749563,0.540411,0.697176
5,12000,84448,0.634271,0.418756,0.718382
5,12200,84648,0.620016,0.40912,0.702984
5,0,72448,0.812612,0.640604,0.57336
5,200,72648,0.865174,0.626291,0.796278
5,400,72848,0.484777,0.266497,0.727599
5,600,73048,0.587044,0.359282,0.759206
5,800,73248,0.746185,0.509652,0.788442
5,1000,73448,0.723543,0.479492,0.813502
5,1200,73648,0.643125,0.427832,0.717642
5,1400,73848,0.715135,0.378923,1.120705
5,1600,74048,0.78449,0.460619,1.079568
5,1800,74248,0.662414,0.415274,0.823801
5,2000,74448,0.770767,0.531641,0.797087
5,2200,74648,0.761583,0.539151,0.741442
5,2400,74848,0.58447,0.367973,0.721656
5,2600,75048,0.651124,0.411902,0.797408
5,2800,75248,0.655277,0.377454,0.926079
5,3000,75448,0.976388,0.730119,0.820894
5,3200,75648,0.650231,0.407398,0.809445
5,3400,75848,0.734593,0.39204,1.141845
5,3600,76048,0.398776,0.36723,0.105152
5,3800,76248,0.493326,0.46239,0.10312
5,4000,76448,0.656963,0.41397,0.809975
5,4200,76648,0.851782,0.616563,0.784064
5,4400,76848,0.700356,0.491276,0.696933
5,4600,77048,0.529444,0.504904,0.081801
5,4800,77248,0.748137,0.492255,0.852941
5,5000,77448,0.760615,0.543831,0.722614
5,5200,77648,0.633547,0.40541,0.760458
5,5400,77848,0.695468,0.369497,1.086571
5,5600,78048,0.578444,0.556463,0.07327
5,0,72448,0.608876,0.470287,0.461965
5,200,72648,0.769475,0.715703,0.179241
5,400,72848,0.314302,0.290574,0.079093
5,600,73048,0.686011,0.507785,0.594085
5,800,73248,0.687573,0.477058,0.701716
5,1000,73448,0.623204,0.440824,0.607932
5,1200,73648,0.64055,0.44024,0.667699
5,1400,73848,0.512469,0.481859,0.102034
5,1600,74048,0.795907,0.770941,0.08322
5,1800,74248,0.570045,0.337021,0.776746
5,2000,74448,0.520527,0.355963,0.548547
5,2200,74648,0.762077,0.519753,0.807749
5,2400,74848,0.59746,0.357632,0.799424
5,2600,75048,0.906387,0.589691,1.055652
5,2800,75248,0.590068,0.36787,0.740662
5,3000,75448,0.929046,0.658331,0.902383
5,3200,75648,0.540106,0.358839,0.604226
5,3400,75848,0.91982,0.692551,0.757563
5,3600,76048,0.751726,0.547235,0.681635
5,3800,76248,0.745628,0.467328,0.927669
5,4000,76448,0.594346,0.386507,0.692798
5,4200,76648,0.592272,0.387923,0.681166
5,4400,76848,0.622305,0.405669,0.722119
5,4600,77048,0.629825,0.416152,0.712241
5,4800,77248,1.04998,0.551233,1.66249
5,5000,77448,0.517346,0.33436,0.609954
5,5200,77648,0.889687,0.610609,0.930259
5,5400,77848,0.779436,0.575864,0.678573
5,5600,78048,0.873429,0.606799,0.888765
5,5800,78248,0.920923,0.707835,0.710292
5,6000,78448,0.915879,0.679201,0.788929
5,6200,78648,0.651365,0.45834,0.643415
5,6400,78848,0.763271,0.53766,0.752034
5,6600,79048,0.378313,0.358837,0.064918
5,6800,79248,0.585341,0.34183,0.811704
5,7000,79448,0.688136,0.464191,0.746484
5,7200,79648,0.757785,0.361327,1.321524
5,7400,79848,0.645482,0.430235,0.717491
5,7600,80048,0.852221,0.611035,0.803954
5,7800,80248,0.919696,0.768445,0.504171
5,8000,80448,0.630175,0.400156,0.76673
5,8200,80648,0.527148,0.328751,0.661326
5,8400,80848,0.507259,0.299936,0.691077
5,8600,81048,0.741633,0.497573,0.813532
5,8800,81248,0.592819,0.409644,0.610585
5,9000,81448,0.6507,0.437437,0.710878
5,9200,81648,0.639001,0.410702,0.760993
5,9400,81848,0.570107,0.323092,0.823382
5,9600,82048,0.691334,0.527664,0.545566
5,9800,82248,0.907595,0.672236,0.78453
5,10000,82448,0.41223,0.392101,0.067097
5,10200,82648,0.670627,0.638747,0.106267
5,10400,82848,0.603145,0.370777,0.774562
5,10600,83048,0.853902,0.631955,0.739823
5,10800,83248,0.756398,0.453986,1.008043
5,11000,83448,0.608527,0.40693,0.671989
5,11200,83648,0.543377,0.316574,0.756011
5,11400,83848,0.80912,0.544571,0.881831
5,11600,84048,0.726088,0.581854,0.480779
5,11800,84248,0.739613,0.521479,0.727113
5,12000,84448,0.840172,0.629517,0.702184
5,12200,84648,0.697272,0.461868,0.78468
5,12400,84848,0.591147,0.376781,0.714552
5,12600,85048,0.708292,0.484304,0.746628
5,12800,85248,0.626498,0.404106,0.741305
5,13000,85448,0.861059,0.594774,0.887616
5,13200,85648,0.88267,0.634303,0.827888
5,13400,85848,0.674549,0.458951,0.718662
5,13600,86048,0.762828,0.54482,0.726695
5,13800,86248,0.803257,0.602314,0.669811
5,14000,86448,0.528541,0.317272,0.704229
5,14200,86648,0.544525,0.304639,0.79962
5,14400,86848,0.683714,0.460458,0.744186
5,14600,87048,0.648005,0.412894,0.783703
5,14800,87248,0.748207,0.510083,0.793747
5,15000,87448,0.616645,0.41656,0.666953
5,15200,87648,0.478607,0.286174,0.641445
5,15400,87848,0.478404,0.452386,0.086726
5,15600,88048,0.557061,0.393643,0.544728
5,15800,88248,0.855707,0.606653,0.83018
5,16000,88448,0.59059,0.345142,0.81816
5,16200,88648,0.720927,0.491922,0.76335
5,16400,88848,0.564435,0.35325,0.703951
5,16600,89048,0.685675,0.651609,0.113552
